Y2018
202.125
10682.976
7187.49
8362.058
6355.738
24898.4635
15944.943
9080.583
3516.2187000000004
6752.536
2737.098
58836.718100000006
7224.707
20000.901
42357.119
3930.48
9525.598
5044.326
9763.19
12696.295
1128.212
1380.251
1689.866
2708.524
1307.639
290.978
1642.343
944.735
231.792
127.851
341.40000000000003
9172.284
5238.291
529.2875
289.6519
261.9071
400.766
474.437
482.142
2415.4162
595.8899
196.3823
344.868
328.2668
76.4365
202.55
729.517
1722.647
225.26970000000003
281.152
230.9793
146.9466
238.2601
1533.6681
1543.96
650.2860000000001
2143.882
2156.123
261.674
100.225
169.139
402.487
38.088
58.8035
1151.4196000000002
94.984
484.3983
9368.32
946.8174
771.245
2644.753
36.779
605.886
197.6
246.745
314.365
497.449
1500.616
2387.9741
322.177
287.3671
1763.0674
73.68
1421.337
263.1939
615.745
113.1611
32.1006
16.613
132.5665
413.728
404.858
106.217
66.15
244.522
42.029
590.955
1591.061
1547.557
451.03
220.488
431.786
197.736
218.455
122.017
650.4870000000001
1919.579
150.339
39.286
44.1842
37.4225
438.9406
203.89
91.0523
